,xcode,name,nationality,birthdate,gender,club
6760,3220,STECHER Mario,AUT,1977,M, 
6761,5742,STEEN HANSEN Synne,NOR,1993,F,Pors IF
6762,7296,STEFAN Raluca Iulia,ROU,1999,F,CSS Brasovia
6763,3648,STEFANCIC Peter,SLO, ,M, 
6764,4586,STEFANER Katrin,AUT,1987,F, 
6765,4172,STEFANOVIE Rene,SVK,1985,M,LKS Dukla Banska Bystrica
6766,7240,STEFANUTA Bianca Elena,ROU,21-05-1998,F,CSU Brasov
6767,6786,STEGMANN Tom,GER,1997,M,Wsc 07 ruhla
6768,2170,STEGNAR Matija,SLO,1978,M,SK Trzic Trifix
6769,5272,STEIERT Leonhard,GER,1990,M,SC Hinterzarten
6770,2697,STEIERT Wolfgang,GER,1963,M, 
6771,3205,STEIN Kurt,USA, ,M, 
6772,2072,STEINAUER Marco,SUI,1976,M,Einsiedeln
6773,7880,STEINBACHER Philipp,AUT,2004,M,WSV Sparkasse Bad Ischl
6774,7626,STEINBEISSER Simon,GER,15-04-2003,M,Sc Ruhpolding
6775,8090,STEINBERGER Jakob,AUT,2005,M,Sc Mayrhofen
6776,8091,STEINBERGER Simon,AUT,2005,M,Sc Mayrhofen
6777,3982,STEINBERGER Uwe,AUT, ,M, 
6778,5393,STEINDL Esther,AUT,1991,F,HSV Absam Bergisel
6779,5815,STEINECKER Dominik,AUT,1995,M, 
6780,4078,STEINEGGER Erwin,AUT, ,M, 
6781,3364,STEINEGGER Walter,AUT, ,M, 
6782,4000,STEINER Alexander,AUT, ,M, 
6783,2668,STEINER Manfred,AUT,1962,M, 
6784,3225,STEINER Markus,AUT, ,M, 
6785,6788,STEINER Maximilian,AUT,04-05-1996,M,WSV Bad Ischl-NTS-Oberoesterreich
6786,4936,STEINER Sandro,SUI,1986,M,Ulisbach
6787,2333,STEINER Walter,SUI,1951,M, 
6788,8208,STEINERT Pascal Maximilian,GER,22-04-2003,M,Sc Willingen
6789,4153,STEINWENDER Christoph,AUT,1985,M, 
6790,4154,STEIRER Markus,AUT,1984,M,SV Innsbruck-Bergisel
6791,3035,STEJFA Pavel,CZE, ,M, 
6792,6698,STEKALA Andrzej,POL,30-06-1995,M,AZS Zakopane
6793,3917,STELLA Loris,ITA, ,M, 
6794,3780,STELLE Ron,USA, ,M, 
6795,6895,STEMBERGER Matija,SLO,01-01-1997,M,SSK Ilirija
6796,7912,STENIAEV Matvei,RUS,2004,M,Sdushor Start Chaikovsky
6797,5445,STENSETH Marthea,NOR,1990,F,Furnes Skiloeperforening
6798,6868,STENSETH Mathis Rebne,NOR,1995,M,Furnes Sf/ ntg lillehammerhopp
6799,6534,STENSGARD Kristian,NOR,1996,M,Sore Al
6800,5084,STENSLOEKKEN Anders,NOR,1988,M,Ullensaker Skiklubb
6801,2031,STENSRUD Henning,NOR,1977,M,Hurdal IL / Troenderhopp
6802,8239,STENUMGAARD Ola,NOR,1999,M,Soer-Fron Il
6803,219629,STEPANEK Miroslav,CZE,2004,M, 
6804,8302,STEPHAN Eric,GER,2006,M,Ssv Geyer
6805,7380,STEPHANI Pauline,GER,2002,F,WSV Gruena
6806,5460,STEPINSKI Tomasz,POL,1989,M,"LKS ""poroniec"" Poronin"
6807,3816,STEREV Tascho,BUL, ,M, 
6808,3891,STERNKOPF Frank,GER, ,M, 
6809,7892,STEURER Simon,AUT,2001,M,Skisprungclub Wiener Stadtadler
6810,8376,STEVANOVIC Nikola,SRB,2003,M,Ljubno
6811,2755,STIRN Janez,SLO, ,M, 
6812,5174,STJERNEN Andreas,NOR,1988,M,Sprova IL
6813,2383,STJERNEN Hroar,NOR,1961,M,Sprova
6814,2711,STJERNEN Johan,NOR, ,M, 
6815,4321,STOCH Kamil,POL,25-05-1987,M,KS Eve-nement Zakopane
6816,6848,STOECKER Kevin,GER,1993,M,Sk Winterberg
6817,2890,STOECKL Alexander,AUT, ,M, 
6818,3419,STOEHR Wolfgang,GER,1946,M, 
6819,2912,STOERL Dennis,GER,1979,M,WSV Johanngeorgenstadt
6820,4653,STOERL Roland,GER,2006,M, 
6821,3875,STOIKOV Bojan,BUL, ,M, 
6822,3901,STOJANOV Angel,BUL, ,M, 
6823,8555,STOLARZ Vojta,CZE,2007,M, 
6824,3592,STOLL Hans,SUI, ,M, 
6825,3842,STOLOWSKI Aleks.,POL, ,M, 
6826,8114,STOLZ Eric,GER,2005,M,Wsv 08 lauscha
6827,2457,STOLZLECHNER Nils,USA, ,M, 
6828,5391,STOREK Vaclav,CZE,1990,M, 
6829,7590,STOSEL Kacper,POL,07-01-2001,M,Azs Zakopane
6830,8035,STOYANOV Borislav,BUL,2001,M,Otp
6831,6899,STRAND Knut Jokerud,NOR,1996,M,Soknedalen Il
6832,8443,STRAND Soelve Jokerud,NOR,05-08-2000,M,Vikersund If
6833,3567,STRANDBERG Rolf,SWE, ,M, 
6834,5412,STRANDBRAATEN Niklas,NOR,1990,M,Eggedal IL
6835,3445,STRANDEN Erling,NOR, ,M, 
6836,2444,STRANNER Günther,AUT,1967,M, 
6837,8157,STRANZ Andreas,AUT,11-07-1973,M,Eisenbahner SV Muerzzuschlag
6838,5953,STRAPPAZZON Thomas,FRA,1994,M,Sc Les contamines
6839,5814,STRASSER Manuel,AUT,1994,M, 
6840,7571,STRATE Abigail,CAN,22-02-2001,F,Altius Nordic club
6841,5333,STRATFORD Faye,USA,1991,F, 
6842,5714,STRAUB Ramona,GER,19-09-1993,F,SC Langenordnach
6843,6329,STREITLER Patrick,AUT,1995,M,SV Dornbirn-Vorarlberg
6844,7754,STRETCH Max,CAN,2002,M, 
6845,2809,STRGAR Igor,SLO, ,M, 
6846,4155,STRICKNER Christoph,AUT,1985,M,SV Innsbruck-Bergisel
6847,5705,STRIGAS Vladimir,RUS,1990,M, 
6848,6867,STROEM Anna Odine,NOR,17-04-1998,F,Alta If
6849,1977,STROEM Arne,SWE, ,M, 
6850,8026,STROEM Joergen Oliver,NOR,21-08-2000,M,Alta If
6851,6593,STROEM Knut Bjornar,NOR,1975,M,Oestre Aker
6852,3686,STROEM Lars,SWE, ,M, 
6853,5076,STROEM Ole-Kristian,NOR,1984,M,Roykenhopp
6854,5088,STROEM CAPPELEN Caspar,NOR,1987,M,Fossum IF Ski
6855,2649,STROEMBERG Jan Erik,NOR,1956,M,Ullensaker
6856,7516,STROEMHAUG Peder Skjaeret,NOR,1998,M,Folldal Il
6857,6370,STROEMVALL Olle,SWE,1942,M,Sveriges Backhoppar veteraner
6858,2752,STROHMAIER Oliver,AUT,1968,M, 
6859,4714,STROLZ Andreas,AUT,1988,M,SC Arlberg
6860,6496,STROMKOV Roman,RUS,1993,M, 
6861,4156,STRUBEGGER Thomas,AUT,1986,M, 
6862,5213,STRUHAR Jiri,CZE,1992,M, 
6863,4674,STRUHAR Vladimir,CZE,1989,M,TJ Frenstat
6864,7877,STRZINAR Marcel,SLO,18-01-2002,M,SSK NORICA ZIRI
6865,3501,STUCHLIK Mojmir,CZE, ,M, 
6866,219738,STUDER Noah,SUI,2008,M,Kandersteg
6867,1919,STUFFER Barbara,ITA,1989,F,Sci Club Gardena Raiffeisen
6868,7020,STUHLFAUTH Sabrina,GER,1997,F,Sc Menzenschwand
6869,6293,STUPAR Gasper,SLO,11-05-1994,M,Ssk Sam ihan
6870,6524,STUPAR Zan,SLO,12-10-1998,M,Ssk Sam ihan
6871,219649,STURM Micha,SUI,2004,M,Ulisbach
6872,6414,STURSA Vojtech,CZE,03-08-1995,M,TJ Dukla Liberec
6873,2283,STYF E.,SWE,1987,M, 
6874,3254,STYRCZUL Stanislaw,POL, ,M, 
6875,4610,STYRCZULA Andrzej,POL,1984,M, 
6876,4324,STYRCZULA Krzysztof,POL,1986,M,KS Start Krokiew Zakopane
6877,3451,SUBAREV Juri,SOV, ,M, 
6878,219600,SUBBOTINA Anastasiia,RUS,2004,F,Sankt Petersburg UOR1
6879,9333,SUBIC Adam,SLO,16-08-2002,M,SD Dolomiti
6880,3990,SUBOTSCH Eduard,SOV, ,M, 
6881,1985,SUCHACEK Jakub,CZE,1978,M,Dukla Liberec
6882,2499,SUDA Kenji,JPN,1966,M, 
6883,8958,SUDAN,SUD, ,A, 
6884,8837,SUDAN,SUD, ,M, 
6885,8729,SUDAN,SUD, ,F, 
6886,9077,SUDAN I,SUD, ,A, 
6887,9446,SUDAN I,SUD, ,M, 
6888,9197,SUDAN I,SUD, ,F, 
6889,9916,SUDAN II,SUD, ,A, 
6890,9560,SUDAN II,SUD, ,M, 
6891,9677,SUDAN II,SUD, ,F, 
6892,9314,SUDAN III,SUD, ,M, 
6893,9797,SUDAN III,SUD, ,F, 
6894,3541,SUDAR Tamas,HUN, ,M, 
6895,3310,SUDEK Libor,CZE, ,M, 
6896,7818,SUDEK Radim,CZE,2004,M,Lsk Lomnice nad popelkou
6897,6066,SUDIANA Marcel,GER,1994,M,Sc Partenkirchen
6898,4469,SUEHARA Kaname,JPN,1978,M, 
6899,4311,SUGAWARA Yamato,JPN,1984,M, 
6900,4455,SUGI Masatsugu,JPN,1980,M, 
6901,6284,SUGIMOTO Masashi,JPN,1993,M, 
6902,6656,SUGIMOTO Shintaro,JPN,1995,M, 
6903,3017,SUGIMOTO Teruyoshi,JPN,1978,M, 
6904,5245,SUGISHITA Yuuki,JPN,1984,M, 
6905,3159,SUGIYAMA Keisuke,JPN,1974,M, 
6906,8539,SUGIYAMA Riko,JPN,2007,F, 
6907,4532,SUGIYAMA Ryo,JPN,1981,M, 
6908,8222,SUI/ITA/FRA,FIS, ,F, 
6909,8223,SUI/ITA/GER,FIS, ,F, 
6910,162924,SUI1,SUI, ,M, 
6911,154475,SUI2,SUI, ,M, 
6912,194171,SUI3,SUI, ,M, 
6913,7045,SUKHOMENIUK Roman,UKR,1996,M,Kremenets Ski school
6914,2175,SULIR Ladislav,SVK,1976,M,LKS Dukla Banska Bystrica
6915,6960,SULTANGULOV Artur,RUS,07-03-1997,M,Ufa
6916,2595,SUMI Hansjörg,SUI,1959,M, 
6917,4456,SUMIKAWA Taro,JPN,1979,M, 
6918,3041,SUMMANEN Teemu,FIN,14-11-1974,M,Lahden Hiihtoseura
6919,7630,SUMMERTON Cameron,USA,2002,M, 
6920,7118,SUMSTAD Are,NOR,1996,M,Soer-Fron Il
6921,5720,SUN Jianping,CHN,1988,M, 
6922,219631,SUN Jing,CHN,12-05-2003,F, 
6923,8518,SUN Qinglian,CHN,2004,F, 
6924,8021,SUNDAL Kristoffer Eriksen,NOR,07-02-2001,M,IL Koll
6925,219674,SUNDAL Nicolai Eriksen,NOR,2004,M,IL Koll
6926,3869,SUNDGAARD Kip,USA, ,M, 
6927,2640,SUNIN Pjotr,SOV, ,M, 
6928,2475,SUORSA Pekka,FIN,1967,M, 
6929,7817,SUPOLA Robert,CZE,2000,M,Tj Roznov pod radhostem
6930,1915,SUPPER Christina,GER,1989,F,SC Bubenbach
6931,3390,SUSLIKOV Sergej,SOV, ,M, 
6932,8032,SUSNIK Jost,SLO,27-10-1999,M,Sk Triglav kranj
6933,7367,SUSNIK Jus,SLO,24-08-2002,M,Nsk Trzic fmg
6934,5848,SUSNIK Miha,SLO,1989,M,Ssk Ljubno btc
6935,5629,SUSNIK Urban,SLO,31-03-1994,M,NSK TRZIC FMG
6936,8554,SUSTA Jakub,CZE,2007,M, 
6937,7287,SUTER Charlotte,SUI,2001,F,Am Bachtel wald
6938,2058,SUTER Peter,SUI,1983,M,Einsiedeln
6939,7039,SUTIAGINA Alena,RUS,1997,F,Sankt-Petersburg
6940,5984,SUTOR Martin,CZE,1991,M,LSK Lomnice nad Popelkou
6941,7328,SUZIC Damjan,SLO,2001,M,SSK Ilirija
6942,8165,SUZUKI Ayumi,JPN,2004,F, 
6943,8540,SUZUKI Kanta,JPN,2003,M,Hakuba High Schoool
6944,2521,SUZUKI Kazushi,JPN,1985,M, 
6945,2522,SUZUKI Kiyokuni,JPN,1988,M, 
6946,4856,SUZUKI Makoto,JPN,1981,M, 
6947,4540,SUZUKI Namiko,JPN,1982,F, 
6948,4857,SUZUKI Ryo,JPN,1988,M, 
6949,5522,SUZUKI Sho,JPN,20-04-1990,M,Sapporo Teine Ski kyokai
6950,4318,SUZUKI Shoji,JPN,1983,M, 
6951,2995,SUZUKI Yasuhiro,JPN, ,M, 
6952,3134,SUZUKI Yasunori,JPN,1982,M, 
6953,4306,SUZUKI Yu,JPN,1984,M, 
6954,3152,SUZUKI Yukiyasu,JPN, ,M, 
6955,5246,SUZUKI Yuusaku,JPN,1989,M, 
6956,2467,SVAGERKO Martin,SVK,1967,M, 
6957,5588,SVENDSEN Sigurd Maehre,NOR,1989,M,Mosjoen IL
6958,3587,SVENSON Lyle,USA, ,M, 
6959,5127,SVENSSON Paer,SWE,1985,M,IF Friska Viljor
6960,4555,SVETLOV Aleksandr,BLR,1984,M,SC Minsk
6961,5761,SVIATOV Maxim-Alexandrovich,RUS,1991,M, 
6962,7115,SVINGER Patrick,GER,05-05-2001,M,Sc Partenkirchen
6963,219682,SVIRIDENKO Nikita,KAZ,2004,M, 
6964,6493,SVIRIDOV Igor,KAZ,1969,M, 
6965,4789,SVITORKA Jiri,CZE,1985,M, 
6966,8051,SVOBODOVA Lucie,CZE,2003,F,SK Nove mesto na Morave
6967,5762,SVYTOVA Evgenia,RUS,15-04-1982,F, 
6968,2140,SWAN Leslie,NED,1981,M,Askv
6969,219677,SWANSON Adeline,USA,2005,F,St. Paul Ski Club
6970,8962,SWAZILAND,SWZ, ,A, 
6971,8840,SWAZILAND,SWZ, ,M, 
6972,8732,SWAZILAND,SWZ, ,F, 
6973,9081,SWAZILAND I,SWZ, ,A, 
6974,9449,SWAZILAND I,SWZ, ,M, 
6975,9200,SWAZILAND I,SWZ, ,F, 
6976,9920,SWAZILAND II,SWZ, ,A, 
6977,9563,SWAZILAND II,SWZ, ,M, 
6978,9680,SWAZILAND II,SWZ, ,F, 
6979,9317,SWAZILAND III,SWZ, ,M, 
6980,9801,SWAZILAND III,SWZ, ,F, 
6981,8416,SWEDBERG Jonathan,SWE,23-08-2002,M,Sollentuna Bhk
6982,7996,SWEDEN,SWE, ,A, 
6983,75320,SWEDEN,SWE, ,M, 
6984,7962,SWEDEN,SWE, ,F, 
6985,9080,SWEDEN I,SWE, ,A, 
6986,9448,SWEDEN I,SWE, ,M, 
6987,9199,SWEDEN I,SWE, ,F, 
6988,9919,SWEDEN II,SWE, ,A, 
6989,9562,SWEDEN II,SWE, ,M, 
6990,9679,SWEDEN II,SWE, ,F, 
6991,9316,SWEDEN III,SWE, ,M, 
6992,9800,SWEDEN III,SWE, ,F, 
6993,4957,SWENSEN Vegard,NOR,1986,M,Asker Skiklubb
6994,4735,SWIDER Stanislaw,POL,1986,M,KS Chocholow
6995,6736,SWIERCZEK Piotr,POL,1994,M,Lks Klimczok bystra
6996,7997,SWITZERLAND,SUI, ,A, 
6997,75322,SWITZERLAND,SUI, ,M, 
6998,7963,SWITZERLAND,SUI, ,F, 
6999,9078,SWITZERLAND I,SUI, ,A, 
7000,8474,SWITZERLAND I,SUI, ,M, 
7001,8469,SWITZERLAND I,SUI, ,F, 
7002,9917,SWITZERLAND II,SUI, ,A, 
7003,201838,SWITZERLAND II,SUI, ,M, 
7004,8470,SWITZERLAND II,SUI, ,F, 
7005,201842,SWITZERLAND III,SUI, ,M, 
7006,9798,SWITZERLAND III,SUI, ,F, 
7007,3687,SWOR Greg,USA, ,M, 
7008,3345,SYDOW Steve,USA, ,M, 
7009,7907,SYKCHIN Nikita,RUS,26-09-1994,M,Kirov Vyatka start
7010,8632,SZABO Csaba,ROU,2004,M,As CS Sacele
7011,3970,SZALAI Mihaly,HUN, ,M, 
7012,5461,SZCZEPANIAK Adam,POL,1992,M,"LKS ""poroniec"" Poronin"
7013,5306,SZCZEPANIAK-KRUPOWSKI Piotr,POL,1992,M,Azs Zakopane
7014,6161,SZELIGA Janusz,POL,1995,M,Start Krokiew zakopane
7015,6075,SZILAGYI Akos,HUN,1995,M,Koszegi SE
7016,5307,SZLEMBARSKI Andrzej,POL,1992,M,AZS Zakopane
7017,6155,SZOSTOK Szymon,POL,1994,M,KS Wisla Ustronianka
7018,5940,SZOTA Marcin,POL,1993,M,Ks Sniezka karpacz
7019,8322,SZOZDA Wiktor,POL,2006,M,Wss Wisla
7020,3572,SZTOLF Andrej,POL, ,M, 
7021,6314,SZWAB Joanna,POL,17-02-1997,F,AZS Katowice
7022,3137,SZYBKO Alexej,BLR, ,M, 
7023,4672,SZYMECZEK Michal,CZE,1988,M, 
7024,6977,SZYMECZEK Robert,CZE,1999,M,TJ Trinec
7025,219608,SZYNDLAR Pawel,POL,19-07-2000,M,SS-R LZS SOKOL SZCZYRK
7026,4502,TABATA Ryuhei,JPN,1979,M, 
7027,4513,TABUCHI Tomohide,JPN,1978,M, 
7028,2523,TADENUMA Fuuta,JPN,1982,M, 
7029,5311,TADIC Saso,SLO,1988,M,SSK Ljubno BTC
7030,6255,TAEHKAEVUORI Frans,FIN,1992,M,Lahden Hiihtoseura
7031,6224,TAEHKAEVUORI Riku,FIN,1991,M,Lahti Ski Club
7032,2740,TAELLBERG Per-Inge,SWE,1967,M, 
7033,2489,TAELLBERG Staffan,SWE,1970,M, 
7034,5871,TAEUBNER Marvin,GER,1995,M,Fsv Rittersgruen
7035,3668,TAFFENER Janos,HUN, ,M, 
7036,4410,TAGA Yuji,JPN,1983,M, 
7037,4858,TAGARIKO Yamato,JPN,1979,M, 
7038,4516,TAGATA Masayuki,JPN,1979,M, 
7039,5932,TAGLIARO Thomas,ITA,1995,M,Sc Gallio
7040,4598,TAHTAHUNOV Usen,KAZ,1986,M,Almaty
7041,6006,TAILLARD Coralie,FRA,1995,F,Chaux Neuve
7042,5322,TAILLARD Jordan,FRA,1992,M,Chaux Neuve
7043,4980,TAILLARD Yoann,FRA,1989,M,Chaux Neuve
7044,7212,TAINIO Eemeli,FIN,1997,M,Puijon Hiihtoseura
7045,6909,TAIPALE Severi,FIN,1998,M,Jyvaeskylae Ski club
7046,8965,TAJIKISTAN,TJK, ,A, 
7047,8843,TAJIKISTAN,TJK, ,M, 
7048,8735,TAJIKISTAN,TJK, ,F, 
7049,9084,TAJIKISTAN I,TJK, ,A, 
7050,9452,TAJIKISTAN I,TJK, ,M, 
7051,9203,TAJIKISTAN I,TJK, ,F, 
7052,9923,TAJIKISTAN II,TJK, ,A, 
7053,9566,TAJIKISTAN II,TJK, ,M, 
7054,9683,TAJIKISTAN II,TJK, ,F, 
7055,9320,TAJIKISTAN III,TJK, ,M, 
7056,9804,TAJIKISTAN III,TJK, ,F, 
7057,4292,TAJIMA Gaku,JPN,1983,M, 
7058,3858,TAJNER Henrik,POL, ,M, 
7059,3761,TAJNER Jozef,POL, ,M, 
7060,8328,TAJNER Sara,POL,2006,F,Ssr Lzs sokol szczyrk
7061,3988,TAJNER Tomislaw,POL,1983,M,KS Wisla Ustronianka
7062,3496,TAJNER Wladislaw,CZE, ,M, 
7063,4234,TAJNER Wojciech,POL,1980,M,KS Wisla Ustronianka
7064,8168,TAKADA Maaki,JPN,2000,M, 
7065,219688,TAKADA Yu,JPN,2005,M,Tokai Unv.Sapporo Senior High Schoo
7066,2524,TAKAGAWA Ikuya,JPN,1982,M, 
7067,4453,TAKAGI Hiroaki,JPN,1980,M, 
7068,2525,TAKAGI Tatsuya,JPN,1988,M, 
7069,4503,TAKAHASHI Daito,JPN,1980,M,Tsuchiya Home Ski Team
7070,4287,TAKAHASHI Haruki,JPN,1984,M, 
7071,7462,TAKAHASHI Hideto,JPN,1996,M, 
7072,2526,TAKAHASHI Katsumasa,JPN,1988,M, 
7073,7803,TAKAHASHI Keisuke,JPN,01-08-2000,M,Tokai University
7074,3107,TAKAHASHI Kodai,JPN,1980,M, 
7075,8263,TAKAHASHI Koki,JPN,28-10-2002,M, 
7076,4284,TAKAHASHI Masaharu,JPN,1965,M, 
7077,2716,TAKAHASHI Masahiko,JPN, ,M, 
7078,4859,TAKAHASHI Masahiro,JPN,1987,M, 
7079,4314,TAKAHASHI Nobuyuki,JPN,1985,M, 
7080,5368,TAKAHASHI Ryuji,JPN,1974,M, 
7081,6274,TAKAHASHI Shunya,JPN,1992,M, 
7082,4289,TAKAHASHI Susumu,JPN,1979,M, 
7083,5641,TAKAHASHI Teruyoshi,JPN,1991,M, 
7084,4521,TAKAHASHI Tsuneaki,JPN,1980,M, 
7085,2527,TAKAHASHI Yoshiki,JPN,1987,M, 
7086,6153,TAKANASHI Kanta,JPN,1992,M,Meiji University
7087,6198,TAKANASHI Sara,JPN,08-10-1996,F,KURARAY
7088,4247,TAKANO Ryo,JPN,1983,M, 
7089,4022,TAKANO Teppei,JPN,1983,M, 
7090,4405,TAKAO Kohei,JPN,1985,M, 
7091,6272,TAKAO Yohei,JPN,1989,M, 
7092,4348,TAKASAWA Koji,JPN,1974,M, 
7093,8248,TAKASAWA Takeru,JPN,04-04-1999,M, 
7094,2528,TAKASO Yohhei,JPN,1989,M, 
7095,6286,TAKAYANAGI Keisuke,JPN,1993,M, 
7096,3037,TAKAYANAGI Taro,JPN,1982,M,Nippon Kucho Service Ski Team
7097,5236,TAKEDA Ayuka,JPN,1990,F,DENSO Hokkaido
7098,4510,TAKEDA Gen,JPN,1979,M, 
7099,5964,TAKEDA Masashi,JPN,1990,M, 
7100,4860,TAKEDA Shota,JPN,1988,M, 
7101,7810,TAKEHANA Daimatsu,JPN,13-09-2001,M,Tsuchiya Home Ski Team
7102,6154,TAKEHANA Kenta,JPN,1992,M,Myoen Group Ski Club
7103,4421,TAKEMOTO Kazuya,JPN,1981,M, 
7104,4861,TAKEO Kazuya,JPN,1980,M, 
7105,4354,TAKEUCHI Koichi,JPN,1985,M, 
7106,4390,TAKEUCHI Minoru,JPN,1970,M, 
7107,2802,TAKEUCHI Motoyasu,JPN, ,M, 
7108,4367,TAKEUCHI Taku,JPN,20-05-1987,M,team taku
7109,2796,TAKEUCHI Takuya,JPN,1967,M, 
7110,4597,TAKHTAKHUNOV Assan,KAZ,1986,M,Almaty
7111,6270,TAKISAWA Syugo,JPN,1992,M, 
7112,4339,TAKIZAWA Toshiya,JPN,1984,M, 
7113,3007,TALLUS Jaako,FIN,1981,M,Lieksan Hiihtoseura
7114,1932,TAMBALOIU Andrei-Iancu,ROU,1989,M,CS Dinamo Brasov
7115,5106,TAMBALOIU Radu,ROU, ,M, 
7116,4293,TAMURA Yohei,JPN,1983,M, 
7117,4862,TAN Yuichiro,JPN,1986,M, 
7118,6447,TAN BOUQUET Michael,FRA,1996,M,Chamonix
7119,3173,TANABE Hajime,JPN,1977,M, 
7120,6929,TANAKA Atsuko,CAN,1992,F,Altius Nordic Ski Club
7121,4863,TANAKA Daisuke,JPN,1989,M, 
7122,4440,TANAKA Hideki,JPN,1982,M, 
7123,6072,TANAKA Hiroyuki,JPN,1991,M, 
7124,4441,TANAKA Kosuke,JPN,1982,M, 
7125,4465,TANAKA Michihisa,JPN,1979,M, 
7126,2600,TANAKA Shinichi,JPN, ,M, 
7127,4269,TANAKA Shota,JPN,1986,M,Kamori Kanko and Ihara
7128,4864,TANAKA Yoshi,JPN,1982,M, 
7129,4340,TANAKA Yuki,JPN,1985,M, 
7130,4685,TANAKA Yuya,CAN,1989,M,Altius Nordic Ski Club
7131,2647,TANCZOS Jan,CZE, ,M, 
7132,4689,TANDBERG Kim-Arild,NOR,1986,M,Vikersund IF
7133,6098,TANDE Daniel Andre,NOR,24-01-1994,M,Kongsberg IF
7134,8029,TANDE Haakon-Kristoffer,NOR,1999,M,Kongsberg IF
7135,2529,TANIGUCHI Manabu,JPN,1987,M, 
7136,5859,TANNER Robin,GER,1992,M,WSV Kleinschmalkalden
7137,7284,TANNHEIMER Wendelin,GER,25-11-1999,M,Sc 1906 oberstdorf
7138,2773,TAO Kasushi,JPN, ,M, 
7139,3322,TAO Toshiaki,JPN, ,M, 
7140,2757,TARANOV Aleksandr,SOV, ,M, 
7141,3941,TARANOV Anatolij,SOV, ,M, 
7142,7582,TARIKOV Nikita,KAZ,2002,M,Almaty Ski club
7143,3625,TARKKILA Risto,FIN, ,M, 
7144,6894,TARMAN Rok,SLO,18-10-1997,M,Nd Ratece planica
7145,5850,TARMAN Tilen,SLO,1992,M,Nd Ratece - planica
7146,6422,TARNAWA Michal,POL,1989,M,Azs Awf katowice
7147,5935,TARQUINI Alex,ITA,1994,M,Sc Gardena
7148,3606,TASANE Vahur,EST,1983,M, 
7149,4608,TASASEN Pal,NOR,1984,M,Furnes IL
7150,6962,TASCHLER Martin,ITA,1997,M, 
7151,8345,TASDEMIR Gokhan,TUR,02-02-2002,M, 
7152,5369,TASKILA Mikko,FIN,25-04-1964,M,Hyvinkaan Hiihtoserua
7153,6624,TASKINEN Miika,FIN,1994,M,Ounasvaaran Hiihtoseura
7154,4865,TATEOKA Kohei,JPN,1987,M, 
7155,4286,TATEYANAGI Yusuke,JPN,1984,M, 
7156,6561,TATU Robert Valentin,ROU,1996,M,CS Dinamo Buc-Centrul Sportiv Bv
7157,4300,TAWARA Koichi,JPN,1985,M, 
7158,4095,TAY Martin,USA, ,M, 
7159,6487,TAYLOR Jessie,USA,1994,F,Steamboat Sprgs Winter Sprts Club
7160,1975,TCH,TCH, ,M, 
7161,120482,TCH,TCH, ,M, 
7162,5635,TEDREMAA Ilmar,EST,1988,M,ES Pohjakotkas
7163,8171,TEELING Femke,NED,2002,F,Skiclub Bischofshofen 
7164,4577,TEIKARI Jouni,FIN,1983,M,Lahden Hiihtoseura
7165,7643,TELEANU Alexandra Ioana,ROU,2003,F,CSS Brasovia
7166,4930,TEMME Andrea,GER,1981,F,SK Meinerzhagen
7167,1957,TEMME Karen,GER,1984,F,SK Meinerzhagen
7168,5347,TENSTAD Petter,NOR,1986,M,Kongsberg Ski
7169,6626,TEPEL Steffen,GER,1985,M,Ski-Klub Winterberg
7170,1916,TEPES Anja,SLO,1991,F,SD Dolomiti
7171,8477,TEPES Jon,SLO,12-08-2002,M,Sd Dolomiti
7172,4646,TEPES Jurij,SLO,14-02-1989,M,SD Dolomiti
7173,2388,TEPES Miran,SLO,1961,M, 
7174,4484,TERAI Junichi,JPN,1981,M, 
7175,8597,TEREI Moritz,GER,2007,M,WSV1923 Bad Freienwalde e.V.
7176,6861,TEREKHIN Roman,RUS,1995,M,x
7177,3744,TERICHEW Vladimir,SOV, ,M, 
7178,6254,TERVAHARTIALA Janne,FIN,1992,M,Lahden Hiihtoseura
7179,7858,TERVAHARTIALA Julia,FIN,07-11-2002,F,Lahti Ski Club
7180,5630,TESOVNIK Jaka,SLO,1992,M,SSK Ljubno BTC
7181,7470,TETIUEVA Elena,RUS,27-08-1998,F,SDYSHOR CSP
7182,8964,THAILAND,THA, ,A, 
7183,8842,THAILAND,THA, ,M, 
7184,8734,THAILAND,THA, ,F, 
7185,9083,THAILAND I,THA, ,A, 
7186,9451,THAILAND I,THA, ,M, 
7187,9202,THAILAND I,THA, ,F, 
7188,9922,THAILAND II,THA, ,A, 
7189,9565,THAILAND II,THA, ,M, 
7190,9682,THAILAND II,THA, ,F, 
7191,9319,THAILAND III,THA, ,M, 
7192,9803,THAILAND III,THA, ,F, 
7193,2201,THAMS Jacob Tullin,NOR,1900,M, 
7194,7668,THANNHEIMER Amelie,GER,09-03-2003,F,Sc Oberstdorf
7195,7998,THE NETHERLANDS,NED, ,A, 
7196,74580,THE NETHERLANDS,NED, ,M, 
7197,7964,THE NETHERLANDS,NED, ,F, 
7198,3735,THEMESL Heinz,AUT, ,M, 
7199,6373,THENANDER Lennart,SWE,1970,M,Sveriges Backhoppar veteraner
7200,5886,THOERNER Sven,GER,1992,M,Sv St. georgen
7201,2412,THOMA Dieter,GER,1969,M, 
7202,3446,THOMA Georg,GER, ,M, 
